"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"TNUSGCEG","report","2021","Halford, Alison","Building Capacity: HEED Slills Audit and Recommendations","","","","","http://heed-refugee.coventry.ac.uk/publications/building-capacity-heed-skills-audit-and-recommendations/","This report aims to explore how HEED approached and delivered capacity building for the research team, project partners and the communities the team worked within Rwanda and Nepal. This report's purpose is threefold: first, to be evidential on how HEED planned, delivered and captured impact around capacity building so similar projects can develop best practice when skills development is a key deliverable. Second, to encourage other energy projects to document the impact produced by researchers and practitioners' involvement while working with communities. Therefore, to recognise the tacit and dynamic aspects of knowledge production, not only the more explicit aspects. Third, suggest recommendations to support a skills-led approach to capacity building that provides personal and professional development opportunities to deepen knowledge production and impact.","2021-03-24","2023-10-11 14:28:34","2023-10-11T14:28:34Z","2021-11-09 16:53:42","","","","","","","Building Capacity","","","","Humanitarian Engineering and Energy for Displacement (HEED) Project","Coventry University","Coventry UK","en","","","","","DOI.org (Crossref)","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 3; PROJECT STEP: M&E; THEME: Capacity Building & Sharing; THEME: Gender, Disability, & Inclusion; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4XJ9K9D","journalArticle","2021","Zhang, Yabei","Accelerating Access to Clean Cooking Will Require a Heart-Head-and-Hands Approach","Development","","1461-7072","https://link.springer.com/article/10.1057/s41301-021-00297-x#:~:text=Recent%20trends%20in%20designing%20more,empowerment%2C%20and%20a%20cleaner%20environment.","https://link.springer.com/article/10.1057/s41301-021-00297-x#:~:text=Recent%20trends%20in%20designing%20more,empowerment%2C%20and%20a%20cleaner%20environment.","The world is far off track from achieving the UN Sustainable Development Goal (SDG) 7 target for universal access to clean cooking by 2030 owing to a lack of prioritization. Breaking this impasse requires transformative public- and private-sector solutions and large-scale investments that can improve the overall cooking ecosystem with end users’ needs at the centre. Recent trends in designing more effective solutions are gaining momentum. By working together with a ‘heart-head-and-hands approach’, stakeholders can move the needle forward on clean cooking, and in the process, contribute to the SDGs for health and well-being, women’s empowerment, and a cleaner environment.","2021-07-19","2023-10-06 13:23:51","2023-10-06T13:23:51Z","","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 2; PROJECT STEP: Design; THEME: Systems Approaches to Energy Access; USEFUL FOR: NGO/Other; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EL3L8KZ6","presentation","2020","Merijn Havinga","EnDev Market-based Energy Access Project in Kakuma refugee camp & Kalobeyei integrated settlement, Kenya","","","","","https://www.humanitarianenergy.org/assets/resources/SNV_presentation_to_UNITAR_workshop_as_sent_June_2021.pdf","Through funding from Energising Development (ENDEV), SNV will implement a market based energy access intervention for refugees and host communities in Kakuma, Turkana county, Kenya.","2020","2023-10-03 07:58:46","2023-10-03T07:58:46Z","2023-05-19 06:06:46","","","","","","","","","","","","","SNV","en","","","","","","","","","","","ACCESS: Open Access; CASE STUDY GROUP: Refugee; CASE STUDY LEVEL: Community; CASE STUDY LEVEL: Productive Use; CASE STUDY TECH: Cooking; CASE STUDY TECH: Lighting; CASE STUDY THEME: Systems Approaches to Energy Access; CO-DESIGN LEVEL: 1; PROJECT STEP: Implementation; PROJECT STEP: M&E; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WYVR7ECJ","report","2023","World Food Programme","Assessing Cooking Needs in Chad: Methodology and findings","","","","","https://www.wfp.org/publications/assessing-cooking-needs-chad","Access to clean cooking remains a neglected aspect of humanitarian response in displacement settings, largely due to limited capacity, lack of dedicated funding and a focus on short term needs. This factsheet outlines the methodology and findings of an assessment of cooking needs in Chad as part of the “Modern Cooking Solutions in Chad and Beyond” project.","2023-02-07","2023-10-03 07:58:46","2023-10-03T07:58:46Z","2023-04-12 07:38:02","","","","","","","","","","","","World Food Programme","","en","","","","","","","","","","","ACCESS: Open Access; CASE STUDY GROUP: Host Community; CASE STUDY GROUP: IDP; CASE STUDY GROUP: Refugee; CASE STUDY LEVEL: Community; CASE STUDY LEVEL: Household; CASE STUDY LEVEL: Productive Use; CASE STUDY TECH: Cooking; CASE STUDY THEME: Capacity Building & Sharing; CASE STUDY THEME: Systems Approaches to Energy Access; CO-DESIGN LEVEL: 1; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HAEF6QE6","report","2020","Shell; Dalberg; Vivid Economics","Access to more: creating energy choices for refugees","","","","","https://www.shell.com/sustainability/communities/access-to-energy/access-to-energy-investing-in-communities/_jcr_content/root/main/section/promo_copy/links/item0.stream/1649763342151/db4946328e61328b1001fd5534929aa47dfe3db6/shell-enter-energy.pdf","","2020","2023-10-03 07:58:46","2023-10-03T07:58:46Z","","","","","","","","","","","","","Shell International BV","","","","","","","","","","","","","ACCESS: Open Access; CASE STUDY GROUP: Refugee; CASE STUDY LEVEL: Household; CASE STUDY LEVEL: Policy/Systemic; CASE STUDY LEVEL: Productive Use; CASE STUDY THEME: Systems Approaches to Energy Access; CO-DESIGN LEVEL: 2; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LZ4Z4CL9","report","2022","IOM Mozambique","Building a participatory and inclusive marketplace for sustainable energy solutions","","","","","https://www.youtube.com/watch?v=RVcpygyxSoA","","2022-10-10","2023-10-03 07:58:46","2023-10-03T07:58:46Z","2023-02-07 11:52:13","","","","","","","","","","","","IOM  - International Organisation for Migration","Mozambique","","","","","","YouTube","","","","","","ACCESS: Open Access; CASE STUDY GROUP: IDP; CASE STUDY LEVEL: Community; CASE STUDY LEVEL: Household; CASE STUDY LEVEL: Productive Use; CASE STUDY TECH: Cooking; CASE STUDY TECH: Lighting; CASE STUDY THEME: Capacity Building & Sharing; CASE STUDY THEME: Gender, Disability, & Inclusion; CASE STUDY THEME: Partnerships; CASE STUDY THEME: Systems Approaches to Energy Access; CO-DESIGN LEVEL: 2; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E4PQXA54","report","2020","EnDev","Access to Energy for (Micro) Businesses in Kakuma Refugee Camp and Kalobeyei Integrated Settlement: Business Survey Report","","","","","https://snv.org/assets/explore/download/mbea_ii_business_survey_report_final.pdf","","2020","2023-10-03 07:58:46","2023-10-03T07:58:46Z","2023-05-11 13:10:09","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CASE STUDY GROUP: Refugee; CASE STUDY LEVEL: Community; CASE STUDY LEVEL: Household; CASE STUDY LEVEL: Productive Use; CASE STUDY TECH: Cooking; CASE STUDY TECH: Lighting; CASE STUDY THEME: Systems Approaches to Energy Access; CO-DESIGN LEVEL: 1; PROJECT STEP: Needs Assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2GZ5865Z","report","2022","UNHCR","Access to Clean Energy for Refugees: Rwanda Case Studies","","","","","https://www.unhcr.org/media/40301","","2022","2023-10-03 07:58:46","2023-10-03T07:58:46Z","","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CASE STUDY GROUP: Refugee; CASE STUDY LEVEL: Community; CASE STUDY LEVEL: Household; CASE STUDY LEVEL: Productive Use; CASE STUDY TECH: Cooking; CASE STUDY TECH: Lighting; CASE STUDY THEME: Systems Approaches to Energy Access; CO-DESIGN LEVEL: 2; PROJECT STEP: Implementation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7WWGCGGK","journalArticle","2020","Ten-Palomares, Maria; Motard, Elvina","Challenging traditional energy settings in the humanitarian aid: experiences from Doctors Without Borders","Innovation: The European Journal of Social Science Research","","1351-1610, 1469-8412","10.1080/13511610.2019.1594718","https://www.tandfonline.com/doi/full/10.1080/13511610.2019.1594718","","2020-04-02","2023-10-03 07:58:46","2023-10-03T07:58:46Z","2023-04-26 07:16:01","218-232","","2","33","","Innovation: The European Journal of Social Science Research","Challenging traditional energy settings in the humanitarian aid","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","ACCESS: Open Access; CASE STUDY GROUP: Other; CASE STUDY LEVEL: Insitutional; CASE STUDY TECH: Humanitarian Infrastructure; CASE STUDY THEME: Policy; CASE STUDY THEME: Systems Approaches to Energy Access; CO-DESIGN LEVEL: 1; PROJECT STEP: Implementation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WEEGZP8X","report","2020","Practical Action","Ensuring refugee camps in Rwanda have access to sustainable energy","","","","","https://infohub.practicalaction.org/bitstream/handle/11283/622633/Access%20to%20energy%20in%20refugee%20camps%20in%20Rwanda_web%20updated%20March%202021%20w%20HEED%20updates.pdf?sequence=8&isAllowed=y","","2020","2023-10-03 07:58:46","2023-10-03T07:58:46Z","","","","","","","","","","","","","Practical Action Publishing","Rugby, UK","","","","","","","","","","","","ACCESS: Open Access; CASE STUDY GROUP: Refugee; CASE STUDY LEVEL: Community; CASE STUDY LEVEL: Household; CASE STUDY LEVEL: Productive Use; CASE STUDY TECH: Cooking; CASE STUDY TECH: Lighting; CASE STUDY THEME: Capacity Building & Sharing; CASE STUDY THEME: Gender, Disability, & Inclusion; CASE STUDY THEME: Systems Approaches to Energy Access; CO-DESIGN LEVEL: 2; PROJECT STEP: Implementation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JFFKUCIF","webpage","2018","CARE International","CARE Online Emergency Toolkit","CARE Toolkit","","","","https://www.careemergencytoolkit.org/partnership/2-the-humanitarian-partnership-cycle/","The Partnership Cycle summarises our understanding of the different stages in the life of a partnership. Partnerships are constantly evolving based on CARE’s and partners’ emerging priorities. Several types of partnerships may not conform precisely to this sequence, but many have used it as a framework for their partnership work in a humanitarian setting. Working","2018","2023-10-03 07:58:30","2023-10-03T07:58:30Z","2023-03-24 09:32:17","","","","","","","","","","","","","","en-GB","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 1; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; SUPPORTING TOOLKIT: Capacity Building & Sharing; SUPPORTING TOOLKIT: Systems Approaches to Energy Access; SUPPRTING TOOLKIT: Humanitarian Principles?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZS92SWD9","webpage","2023","United Nations High Commissioner for Refugees","Effective Inclusion of Refugees: participatory approaches for practitioners at the local level","UNHCR","","","","https://unhcrhandbook.s3.us-east-2.amazonaws.com/Handbook+I+Effective+inclusion+of+refugees+-+Storyline+output/story.html","A toolkit by UNHCR and Migration Policy Group","2023","2023-10-03 07:58:30","2023-10-03T07:58:30Z","2023-04-11 10:23:43","","","","","","","Effective Inclusion of Refugees","","","","","","","en","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 1; PROJECT STEP: Design; SUPPORTING TOOLKIT: Gender, Disability, & Inclusion; TOOLS: Participatory Approaches; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DVK9TED6","report","2016","Collaborative Learning Projects","Do No Harm Workshop: Participants Manual","","","","","https://www.cdacollaborative.org/wp-content/uploads/2017/02/Do-No-Harm-DNH-Participant-Manual-2016.pdf","","2016","2023-10-03 07:58:30","2023-10-03T07:58:30Z","2023-06-06 09:08:31","","","","","","","","","","","","UKAID","","","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 1; PROJECT STEP: Design; SUPPORTING TOOLKIT: Humanitarin Principles; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LZY5KUXS","webpage","2022","UNICEF","Co-Creation Toolkit: From design to implementation","Oxfam Policy & Practice","","","","https://policy-practice.oxfam.org/resources/co-creation-toolkit-from-design-to-implementation-621384/","Co-creation is a collaborative practice for developing an initiative. It is a way to strengthen the individual and collective power of stakeholders to create innovative solutions to targeted issues, while creating opportunities for synergy between different groups or teams that sometimes work in silos. This toolbox is made up of eight summary sheets explaining the principles of […]","2022","2023-10-03 07:58:30","2023-10-03T07:58:30Z","2023-05-04 08:22:25","","","","","","","Co-Creation Toolkit","","","","","","","en-US","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 1; PROJECT STEP: Design; PROJECT STEP: Implementation; SUPPORTING TOOLKIT: Capacity Building & Sharing; SUPPORTING TOOLKIT: Systems Approaches to Energy Access; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7ACJCQMS","webpage","2023","Harvard Humanitarian Initiative","Building A Better Response – Free humanitarian coordination, e-learning, workshops, and field focus videos","","","","","https://buildingabetterresponse.org/","","2023","2023-10-03 07:58:30","2023-10-03T07:58:30Z","2023-04-03 13:22:41","","","","","","","","","","","","","","en-US","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 1; PROJECT STEP: Design; PROJECT STEP: Implementation; SUPPRTING TOOLKIT: Humanitarian Principles?; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X7T6BHQL","journalArticle","2021","Thomas, P. J. M.; Sandwell, P.; Williamson, S. J.; Harper, P. W.","A PESTLE analysis of solar home systems in refugee camps in Rwanda","Renewable and Sustainable Energy Reviews","","1364-0321","https://www.sciencedirect.com/science/article/abs/pii/S1364032121001660","https://www.sciencedirect.com/science/article/pii/S1364032121001660","There is a paucity of data on energy access in refugee camps and limited analysis regarding the viability of modern energy technologies such as solar home systems in these contexts. This paper addresses these by presenting an overview of the household and small enterprise electricity access situation in Kigeme, Nyabiheke and Gihembe camps in Rwanda and through the application of a Political, Economic, Social, Technological, Legal and Environmental (PESTLE) analysis to assess the barriers influencing solar home system provision. Most households and small enterprises currently have limited or no access to electricity and there is significant unmet demand for energy services such as mobile phone charging, lighting, and entertainment in the camps. The analysis suggests that solar home systems can meet these energy needs and identifies important factors in ensuring projects are successful. Projects should be informed by the needs and priorities of end-users and should be aligned with national policies, such as achieving Tier 2 energy access, to garner political support. Where possible, local market systems should be nurtured to normalise paying for energy products and to avoid free distribution. This can support private sector engagement and result in longer system lifetimes through improved maintenance. Energy literacy programmes can also improve awareness of solar home systems and their benefits compared to traditional sources of energy. These findings can inform practitioners on the supporting policy/financial frameworks, design requirements and implementation measures needed to maximise the benefits of future solar home system projects and help achieve electrification targets.","2021-06-01","2023-10-03 07:58:26","2023-10-03T07:58:26Z","","110872","","","143","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 2; PROJECT STEP: Design; SUPPORTING TOOLKIT: Systems Approaches to Energy Access; TOOLS: Technical Approaches; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSUMYZRF","report","2015","Bhatia, Mikul; Angelou, Nicolina","Beyond Connections: Energy Access Redefined","","","","","https://www.worldbank.org/content/dam/Worldbank/Topics/Energy%20and%20Extract/Beyond_Connections_Energy_Access_Redefined_Exec_ESMAP_2015.pdf","","2015","2023-10-03 07:57:11","2023-10-03T07:57:11Z","","","","","","","","","","","","","ESMAP","","","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 1; CORE TOOLKIT: Policy; PROJECT STEP: Design; PROJECT STEP: M&E; TOOLS: Technical Approaches; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3QDW599Y","journalArticle","2022","Corsini, Lucia; Jagtap, Santosh; Moultrie, James","Design with and by Marginalized People in Humanitarian Makerspaces","","","","","http://www.ijdesign.org/index.php/IJDesign/article/view/4153/993","","2022","2023-10-03 07:55:20","2023-10-03T07:55:20Z","","","","2","16","","","","","","","","","","en","","","","","Zotero","","","","","","ACCESS: Open Access; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; TOOLS: Participatory Approaches; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCBHE6QJ","webpage","2021","Falkenburg, Naomi","An introduction to participatory monitoring and evaluation: the missing link between inquiry and impact","ActivityInfo","","","","https://www.activityinfo.org/blog/posts/2021-03-15-an-introduction-to-participatory-monitoring-and-evaluation-the-missing-link-between-inquiry-and-impact.html","In this article, we are looking at participatory M&E more closely. We will see how it challenges us to think differently about power, knowledge, and the role of practitioners and affected populations in M&E. We will also consider when we might use participatory approaches in the M&E cycle. We will explore participatory M&E in terms of its benefits and its relationship to human rights, and look at some of the challenges we might face in using participatory approaches.","2021-03-15","2023-10-03 07:55:20","2023-10-03T07:55:20Z","2023-04-11 11:53:31","","","","","","","An introduction to participatory monitoring and evaluation","","","","","","","en","","","","","","","","","","","ACCESS: Open Access; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; TOOLS: Participatory Approaches; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UVYS6F5G","report","2020","Dvorakova, V.; Hara, C. M.; Perrett, A.; Reardon, L.; To, L. S.; Trace, S.; Wang, X.","Community Energy Resilience & Electricity Systems: Workshops Report","","","","","https://repository.lboro.ac.uk/articles/report/Community_energy_resilience_and_electricity_systems_workshops_report/12496784/1","","2020","2023-10-03 07:55:20","2023-10-03T07:55:20Z","","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 3; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; THEME: Capacity Building & Sharing; USEFUL FOR: Community; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6M4GX28L","report","2020","Al Jubeh, Kathy; Abdalla, Alradi","‘A participation revolution’: creating genuine dialogue and partnerships between humanitarian actors and the disability movement","","","","","https://odihpn.org/publication/a-participation-revolution-creating-genuine-dialogue-and-partnerships-between-humanitarian-actors-and-the-disability-movement/","A ‘participation revolution’ was one of the key commitments coming out of the 2016 World Humanitarian Summit (WHS). Under the Grand Bargain, the most influential humanitarian donors, UN agencies and international NGOs, representing some 70% of humanitarian sector revenue, undertook to ‘include people receiving aid in making the decisions which affect their lives’.","2020","2023-10-03 07:55:17","2023-10-03T07:55:17Z","2023-04-11 13:24:45","","","","","","","‘A participation revolution’","","","","","Humanitarain Practice Network (Humanitarain Policy Group at ODI)","","en-GB","","","","","","","","","","","ACCESS: Open Access; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; TOOLS: Participatory Approaches; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EZQDN7UB","report","2019","Cross, Jamie; Douglas, Megan; Grafham, Owen; Lahn, Glada; Martin, Craig; Ray, Charlotte; Verhoeven, Arno","Energy and Displacement in Eight Objects: Insights from Sub-Saharan Africa","","","","","https://www.chathamhouse.org/sites/default/files/CHHJ7521-MEI-Energy-Displacement-8-Objects-RP-FINAL.pdf","","2019","2023-10-03 07:54:36","2023-10-03T07:54:36Z","","","","","","","","","","","","","Moving Energy Initiative","","","","","","","","","","","","","ACCESS: Open Access; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; TOOLS: Multidisciplinary Approaches; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WCH6QKPB","journalArticle","2020","Lanezki, Mathias; Siemer, Catharina; Wehkamp, Steffen","“Changing the Game—Neighbourhood”: An Energy Transition Board Game, Developed in a Co-Design Process: A Case Study","Sustainability","","2071-1050","10.3390/su122410509","https://www.mdpi.com/2071-1050/12/24/10509","Communicating knowledge about energy transition is a challenge of sustainable development. Serious games are a possible approach to explain complex relationships and present them to citizens. This paper discusses the development process of the serious board game “Changing the Game—Neighbourhood”. Therefore, this paper describes our approach of developing a serious game with co-designers in four phases and illustrates the process using an example. Doing so, the paper focus on two central challenges: (1) How can a serious game be developed for the energy transition, which keeps a balance between learning and playability? (2) How can co-design contribute to the development of a serious game? We found out that the use of prototypes and the inﬂuence of diﬀerent stakeholders as informants, co-designers, and testers were crucial for the expansion of the learning content, the improvement of the gameplay, and the balancing of the diﬃculty level. In addition, the energy transition at the neighborhood level appeared to be a suitable topic for a serious game. During the development process, the serious game was already used for citizen participation, involving about 120 participants in 15 workshops.","2020-12-15","2023-10-03 07:54:31","2023-10-03T07:54:31Z","2023-04-26 06:02:55","10509","","24","12","","Sustainability","“Changing the Game—Neighbourhood”","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","ACCESS: Open Access; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; TOOLS: Multidisciplinary Approaches; USEFUL FOR: NGO/Other; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49HCI4YJ","webpage","2023","Kocabag, Gunes","Design Thinking","Humanitarian Innovation Support Library","","","","https://hisl.miraheze.org/wiki/Design_Thinking","Design Thinking: Design thinking is ""a discipline that uses the designer’s sensibility and methods to match people’s needs with what is technologically feasible...","2023-04-25","2023-10-03 07:53:16","2023-10-03T07:53:16Z","2023-06-16 12:20:11","","","","","","","","","","","","","","en-GB","","","","","","","","","","","ACCESS: Open Access; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; TOOLS: HCD & Design Thinking; USEFUL FOR: NGO/Other; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T9XEKB8B","journalArticle","2019","Gaybor, Jacqueline","Empowerment, destigmatization and sustainability: the co-construction of reusable menstrual technologies in the context of menstrual activism in Argentina","Gender, Technology and Development","","","10.1080/09718524.2019.1643522","https://www.tandfonline.com/doi/full/10.1080/09718524.2019.1643522","","2019","2023-10-03 07:51:27","2023-10-03T07:51:27Z","","111 - 129","","","23","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; TOOLS: Behaviour Change Approaches; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DGRQFXDL","journalArticle","2020","Furszyfer Del Rio, Dylan D.; Lambe, Fiona; Roe, Jenny; Matin, Nilufar; Makuch, Karen E.; Osborne, Matthew","Do we need better behaved cooks? Reviewing behavioural change strategies for improving the sustainability and effectiveness of cookstove programs","Energy Research & Social Science","","2214-6296","https://doi.org/10.1016/j.erss.2020.101788","https://www.sciencedirect.com/science/article/abs/pii/S2214629620303637","More than 40% of the world’s population still relies on traditional biomass for their cooking needs. A shift to advanced cookstoves can bring significant health and environmental benefits, but only with near exclusive use which requires significant changes in users’ behaviours. Since the emergence of the Global Alliance for Clean Cookstoves (now the Clean Cooking Alliance) in 2011, more attention has been directed to consumer and demand side factors in clean cookstove adoption and efforts to better understand individuals’ behaviours, household dynamics and decision making around the adoption of clean cookstoves and fuels have increased. This paper presents a review of the academic literature (2013–2020) and aims to identify the most successful interventions of behaviour change techniques in the adoption of improved cookstoves as well as the most common barriers to success cited in the literature. The study sourced 40 peer reviewed published academic papers from spring 2013 to summer 2020, and identified the following most commonly used behaviour change techniques in the adoption of improved cookstoves: Shaping Knowledge (n = 19), Reward & Threat (n = 13), Social Support (n = 9), Comparisons (n = 4), Identity/Self-Belief (n = 4), Regulation (n = 0), Change in the Physical Environment (n = 2), Goals & Planning (n = 6). Based on these results, we present gaps in the literature and provide policy recommendations to promote the adoption and continued use of improved cookstoves.","2020-12-01","2023-10-03 07:51:24","2023-10-03T07:51:24Z","","101788","","","70","","","","","","","","","","","","","","","","","","","","","ACCESS: Institutional Access; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; TOOLS: Behaviour Change Approaches; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8SEZ9F3K","report","2022","Booth, Samantha; Cavatassi, Romina; Curtis, Benjamin; Kim, Deborah Sun; Langer, Laurenz; Mapitsa, Caitlin Blaser; Nduku, Promise; Prowse, Martin; Puri, Jyotsna; Robertsen, Jamie","Behavioural science interventions within the development and environmental fields in developing countries: an evidence gap map","","","","","https://www.ifad.org/en/web/knowledge/-/behavioral-science-interventions-within-the-development-and-environmental-fields-in-developing-countries-evidence-gap-map","","2022","2023-10-03 07:51:12","2023-10-03T07:51:12Z","","","","","","","","","","","","","International Fund for Agricultural Development (IFAD)","","en","","","","","Zotero","","","","","","ACCESS: Open Access; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; TOOLS: Behaviour Change Approaches; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
